"studentnummer","sexe","etniciteit","huiswerk","schooltype","wiskundetoets","voldoende"
83,"man","blank",1,"prive katholiek",51.3400001525879,"wiskundetoets niet gehaald"
85,"man","blank",1,"prive katholiek",48.9799995422363,"wiskundetoets niet gehaald"
87,"man","blank",1,"prive katholiek",46.6300010681152,"wiskundetoets niet gehaald"
96,"man","blank",1,"prive katholiek",44.4199981689453,"wiskundetoets niet gehaald"
99,"man","blank",1,"prive katholiek",58.3400001525879,"wiskundetoets WEL gehaald"
3,"vrouw","blank",1,"prive katholiek",57.2299995422363,"wiskundetoets WEL gehaald"
31,"vrouw","zwart",1,"prive katholiek",54.9500007629395,"wiskundetoets niet gehaald"
43,"man","zwart",1,"prive katholiek",46.7000007629395,"wiskundetoets niet gehaald"
45,"vrouw","blank",1,"prive katholiek",58.4099998474121,"wiskundetoets WEL gehaald"
52,"vrouw","blank",1,"prive katholiek",40.2200012207031,"wiskundetoets niet gehaald"
57,"vrouw","zwart",1,"prive katholiek",44.4199981689453,"wiskundetoets niet gehaald"
64,"vrouw","blank",1,"prive katholiek",50.1599998474121,"wiskundetoets niet gehaald"
4,"man","zwart",1,"prive katholiek",37.6500015258789,"wiskundetoets niet gehaald"
22,"vrouw","blank",1,"prive katholiek",38.5299987792969,"wiskundetoets niet gehaald"
24,"vrouw","zwart",1,"prive katholiek",48.1800003051758,"wiskundetoets niet gehaald"
31,"man","blank",1,"prive katholiek",65.4100036621094,"wiskundetoets WEL gehaald"
32,"vrouw","zwart",1,"prive katholiek",57.5299987792969,"wiskundetoets WEL gehaald"
33,"man","blank",1,"prive katholiek",37.2799987792969,"wiskundetoets niet gehaald"
36,"vrouw","blank",1,"prive katholiek",39.2700004577637,"wiskundetoets niet gehaald"
39,"man","blank",1,"prive katholiek",57.1599998474121,"wiskundetoets WEL gehaald"
44,"man","blank",1,"prive katholiek",48.9799995422363,"wiskundetoets niet gehaald"
51,"man","zwart",1,"prive katholiek",44.4199981689453,"wiskundetoets niet gehaald"
56,"man","zwart",1,"prive katholiek",47.810001373291,"wiskundetoets niet gehaald"
94,"man","blank",1,"prive katholiek",58.3400001525879,"wiskundetoets WEL gehaald"
98,"vrouw","blank",1,"prive katholiek",40.810001373291,"wiskundetoets niet gehaald"
8,"vrouw","blank",1,"prive katholiek",61.1300010681152,"wiskundetoets WEL gehaald"
9,"vrouw","blank",1,"prive katholiek",56.0499992370605,"wiskundetoets WEL gehaald"
10,"vrouw","blank",1,"prive katholiek",47.8800010681152,"wiskundetoets niet gehaald"
12,"vrouw","blank",1,"prive katholiek",39.8499984741211,"wiskundetoets niet gehaald"
15,"vrouw","blank",1,"prive katholiek",47.8800010681152,"wiskundetoets niet gehaald"
16,"vrouw","blank",1,"prive katholiek",37.4199981689453,"wiskundetoets niet gehaald"
17,"vrouw","blank",1,"prive katholiek",57.8199996948242,"wiskundetoets WEL gehaald"
27,"vrouw","blank",1,"prive katholiek",48.0999984741211,"wiskundetoets niet gehaald"
29,"vrouw","blank",1,"prive katholiek",40.8899993896484,"wiskundetoets niet gehaald"
34,"man","blank",1,"prive katholiek",63.2000007629395,"wiskundetoets WEL gehaald"
41,"man","blank",1,"prive katholiek",64.5199966430664,"wiskundetoets WEL gehaald"
44,"vrouw","blank",1,"prive katholiek",61.939998626709,"wiskundetoets WEL gehaald"
50,"vrouw","blank",1,"prive katholiek",52,"wiskundetoets niet gehaald"
63,"man","blank",1,"prive katholiek",48.9799995422363,"wiskundetoets niet gehaald"
67,"man","blank",1,"prive katholiek",56.0499992370605,"wiskundetoets WEL gehaald"
73,"vrouw","blank",1,"prive katholiek",58.4099998474121,"wiskundetoets WEL gehaald"
74,"vrouw","blank",1,"prive katholiek",60.7700004577637,"wiskundetoets WEL gehaald"
76,"vrouw","blank",1,"prive katholiek",45.8199996948242,"wiskundetoets niet gehaald"
78,"vrouw","blank",1,"prive katholiek",52.5900001525879,"wiskundetoets niet gehaald"
87,"man","blank",1,"prive katholiek",58.560001373291,"wiskundetoets WEL gehaald"
94,"vrouw","blank",1,"prive katholiek",42.6500015258789,"wiskundetoets niet gehaald"
97,"man","blank",1,"prive katholiek",48.1800003051758,"wiskundetoets niet gehaald"
17,"man","blank",1,"prive openbaar (geen religie)",48.9799995422363,"wiskundetoets niet gehaald"
21,"man","zwart",1,"prive openbaar (geen religie)",67.7600021362305,"wiskundetoets WEL gehaald"
27,"vrouw","blank",1,"prive openbaar (geen religie)",49.060001373291,"wiskundetoets niet gehaald"
46,"vrouw","blank",1,"prive openbaar (geen religie)",65.4100036621094,"wiskundetoets WEL gehaald"
70,"man","blank",1,"prive openbaar (geen religie)",53.1800003051758,"wiskundetoets niet gehaald"
85,"vrouw","blank",1,"prive openbaar (geen religie)",64.1500015258789,"wiskundetoets WEL gehaald"
92,"man","blank",1,"prive openbaar (geen religie)",66.5800018310547,"wiskundetoets WEL gehaald"
5,"man","blank",1,"prive openbaar (geen religie)",57.1599998474121,"wiskundetoets WEL gehaald"
22,"man","Aziatisch",1,"prive openbaar (geen religie)",63.0499992370605,"wiskundetoets WEL gehaald"
38,"vrouw","blank",1,"prive openbaar (geen religie)",66.5100021362305,"wiskundetoets WEL gehaald"
42,"man","blank",1,"prive openbaar (geen religie)",70.0400009155273,"wiskundetoets WEL gehaald"
64,"vrouw","blank",1,"prive openbaar (geen religie)",60.689998626709,"wiskundetoets WEL gehaald"
72,"man","blank",1,"prive openbaar (geen religie)",65.4800033569336,"wiskundetoets WEL gehaald"
79,"man","blank",1,"prive openbaar (geen religie)",61.3600006103516,"wiskundetoets WEL gehaald"
86,"vrouw","blank",1,"prive openbaar (geen religie)",68.870002746582,"wiskundetoets WEL gehaald"
93,"man","zwart",1,"prive openbaar (geen religie)",59.5900001525879,"wiskundetoets WEL gehaald"
27,"vrouw","blank",1,"prive openbaar (geen religie)",63.2700004577637,"wiskundetoets WEL gehaald"
40,"man","Aziatisch",1,"prive openbaar (geen religie)",63.0499992370605,"wiskundetoets WEL gehaald"
46,"vrouw","blank",1,"prive openbaar (geen religie)",68.870002746582,"wiskundetoets WEL gehaald"
57,"vrouw","blank",1,"prive openbaar (geen religie)",65.4800033569336,"wiskundetoets WEL gehaald"
66,"man","blank",1,"prive openbaar (geen religie)",57.2299995422363,"wiskundetoets WEL gehaald"
74,"vrouw","blank",1,"prive openbaar (geen religie)",64.5199966430664,"wiskundetoets WEL gehaald"
75,"man","blank",1,"prive openbaar (geen religie)",67.9800033569336,"wiskundetoets WEL gehaald"
83,"man","zwart",1,"prive openbaar (geen religie)",60.7700004577637,"wiskundetoets WEL gehaald"
36,"vrouw","Aziatisch",1,"prive openbaar (geen religie)",57.2299995422363,"wiskundetoets WEL gehaald"
60,"vrouw","blank",1,"prive openbaar (geen religie)",67.6900024414062,"wiskundetoets WEL gehaald"
76,"vrouw","blank",1,"prive openbaar (geen religie)",67.6900024414062,"wiskundetoets WEL gehaald"
45,"vrouw","blank",1,"prive openbaar (geen religie)",70.0400009155273,"wiskundetoets WEL gehaald"
22,"man","blank",1,"prive openbaar (geen religie)",60.689998626709,"wiskundetoets WEL gehaald"
24,"man","blank",1,"prive openbaar (geen religie)",55.1699981689453,"wiskundetoets WEL gehaald"
29,"vrouw","Aziatisch",1,"prive openbaar (geen religie)",54.5099983215332,"wiskundetoets niet gehaald"
46,"man","zwart",1,"prive openbaar (geen religie)",42.060001373291,"wiskundetoets niet gehaald"
70,"man","blank",1,"prive openbaar (geen religie)",44.7099990844727,"wiskundetoets niet gehaald"
11,"vrouw","blank",1,"prive openbaar (geen religie)",59.5099983215332,"wiskundetoets WEL gehaald"
16,"man","blank",1,"prive openbaar (geen religie)",60.689998626709,"wiskundetoets WEL gehaald"
20,"man","blank",1,"prive openbaar (geen religie)",65.629997253418,"wiskundetoets WEL gehaald"
25,"vrouw","blank",1,"prive openbaar (geen religie)",63.0499992370605,"wiskundetoets WEL gehaald"
30,"vrouw","blank",1,"prive openbaar (geen religie)",57.2299995422363,"wiskundetoets WEL gehaald"
32,"man","blank",1,"prive openbaar (geen religie)",57.2299995422363,"wiskundetoets WEL gehaald"
35,"man","blank",1,"prive openbaar (geen religie)",53.8400001525879,"wiskundetoets niet gehaald"
41,"vrouw","blank",1,"prive openbaar (geen religie)",43.1699981689453,"wiskundetoets niet gehaald"
56,"man","blank",1,"prive openbaar (geen religie)",56.0499992370605,"wiskundetoets WEL gehaald"
66,"man","Aziatisch",1,"prive openbaar (geen religie)",66.5800018310547,"wiskundetoets WEL gehaald"
68,"vrouw","blank",1,"prive openbaar (geen religie)",63.1199989318848,"wiskundetoets WEL gehaald"
73,"vrouw","blank",1,"prive openbaar (geen religie)",66.5800018310547,"wiskundetoets WEL gehaald"
78,"vrouw","Aziatisch",1,"prive openbaar (geen religie)",58.4099998474121,"wiskundetoets WEL gehaald"
23,"man","blank",1,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
31,"vrouw","blank",1,"publiek",41.4000015258789,"wiskundetoets niet gehaald"
35,"vrouw","blank",1,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
36,"man","blank",1,"publiek",54.7999992370605,"wiskundetoets niet gehaald"
45,"vrouw","Aziatisch",1,"publiek",40.9599990844727,"wiskundetoets niet gehaald"
46,"man","blank",1,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
47,"vrouw","blank",1,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
63,"vrouw","blank",1,"publiek",60.7700004577637,"wiskundetoets WEL gehaald"
67,"vrouw","zwart",1,"publiek",42.060001373291,"wiskundetoets niet gehaald"
71,"vrouw","blank",1,"publiek",35.0699996948242,"wiskundetoets niet gehaald"
97,"vrouw","blank",1,"publiek",43.1699981689453,"wiskundetoets niet gehaald"
12,"vrouw","blank",1,"publiek",50.0900001525879,"wiskundetoets niet gehaald"
25,"vrouw","blank",1,"publiek",61.8699989318848,"wiskundetoets WEL gehaald"
27,"vrouw","blank",1,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
50,"vrouw","blank",1,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
51,"man","blank",1,"publiek",47,"wiskundetoets niet gehaald"
57,"man","blank",1,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
58,"man","blank",1,"publiek",53.7700004577637,"wiskundetoets niet gehaald"
96,"vrouw","blank",1,"publiek",59.5099983215332,"wiskundetoets WEL gehaald"
98,"vrouw","blank",1,"publiek",51.6399993896484,"wiskundetoets niet gehaald"
2,"man","blank",1,"publiek",60.7700004577637,"wiskundetoets WEL gehaald"
11,"man","blank",1,"publiek",62.9799995422363,"wiskundetoets WEL gehaald"
15,"man","blank",1,"publiek",38.310001373291,"wiskundetoets niet gehaald"
24,"vrouw","blank",1,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
55,"vrouw","blank",1,"publiek",64.1500015258789,"wiskundetoets WEL gehaald"
67,"vrouw","blank",1,"publiek",65.3300018310547,"wiskundetoets WEL gehaald"
75,"man","blank",1,"publiek",44.5699996948242,"wiskundetoets niet gehaald"
7,"man","blank",1,"publiek",52.6699981689453,"wiskundetoets niet gehaald"
11,"vrouw","blank",1,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
17,"vrouw","blank",1,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
25,"man","blank",1,"publiek",50.2400016784668,"wiskundetoets niet gehaald"
54,"man","blank",1,"publiek",44.2700004577637,"wiskundetoets niet gehaald"
57,"vrouw","blank",1,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
93,"man","blank",1,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
97,"man","blank",1,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
99,"man","blank",1,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
3,"vrouw","blank",1,"publiek",59.5900001525879,"wiskundetoets WEL gehaald"
37,"man","blank",1,"publiek",54.7999992370605,"wiskundetoets niet gehaald"
46,"man","blank",1,"publiek",39.9300003051758,"wiskundetoets niet gehaald"
95,"man","blank",1,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
99,"vrouw","blank",1,"publiek",57.3800010681152,"wiskundetoets WEL gehaald"
8,"vrouw","blank",1,"publiek",59.810001373291,"wiskundetoets WEL gehaald"
10,"vrouw","zwart",1,"publiek",52.3699989318848,"wiskundetoets niet gehaald"
12,"vrouw","blank",1,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
16,"vrouw","blank",1,"publiek",46.7000007629395,"wiskundetoets niet gehaald"
20,"man","blank",1,"publiek",51.7099990844727,"wiskundetoets niet gehaald"
47,"vrouw","blank",1,"publiek",57.1599998474121,"wiskundetoets WEL gehaald"
49,"vrouw","blank",1,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
65,"vrouw","blank",1,"publiek",67.7600021362305,"wiskundetoets WEL gehaald"
77,"man","blank",1,"publiek",51.560001373291,"wiskundetoets niet gehaald"
79,"vrouw","blank",1,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
81,"vrouw","blank",1,"publiek",31.4599990844727,"wiskundetoets niet gehaald"
4,"man","blank",1,"publiek",45.3800010681152,"wiskundetoets niet gehaald"
17,"vrouw","blank",1,"publiek",45.3800010681152,"wiskundetoets niet gehaald"
46,"vrouw","blank",1,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
57,"vrouw","blank",1,"publiek",52.4500007629395,"wiskundetoets niet gehaald"
66,"man","blank",1,"publiek",58.4099998474121,"wiskundetoets WEL gehaald"
67,"vrouw","blank",1,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
81,"man","blank",1,"publiek",49.5699996948242,"wiskundetoets niet gehaald"
35,"man","blank",1,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
0,"man","blank",1,"publiek",64.3000030517578,"wiskundetoets WEL gehaald"
14,"man","blank",0,"prive andere religie",62.9799995422363,"wiskundetoets WEL gehaald"
62,"man","blank",0,"prive andere religie",37.2000007629395,"wiskundetoets niet gehaald"
31,"vrouw","blank",0,"prive andere religie",64.4499969482422,"wiskundetoets WEL gehaald"
3,"vrouw","blank",0,"prive andere religie",37.060001373291,"wiskundetoets niet gehaald"
48,"vrouw","blank",0,"prive andere religie",54.0699996948242,"wiskundetoets niet gehaald"
53,"vrouw","blank",0,"prive andere religie",70.120002746582,"wiskundetoets WEL gehaald"
37,"vrouw","Indiaan/Alaska",0,"prive katholiek",43.4599990844727,"wiskundetoets niet gehaald"
94,"man","zwart",0,"prive katholiek",43.3199996948242,"wiskundetoets niet gehaald"
28,"vrouw","Zuid-Amerikaans",0,"prive katholiek",40.6599998474121,"wiskundetoets niet gehaald"
65,"man","blank",0,"prive katholiek",39.7799987792969,"wiskundetoets niet gehaald"
2,"vrouw","zwart",0,"prive katholiek",50.2400016784668,"wiskundetoets niet gehaald"
7,"man","blank",0,"prive katholiek",45.5999984741211,"wiskundetoets niet gehaald"
11,"man","Zuid-Amerikaans",0,"prive katholiek",58.7000007629395,"wiskundetoets WEL gehaald"
12,"man","Zuid-Amerikaans",0,"prive katholiek",50.1599998474121,"wiskundetoets niet gehaald"
21,"vrouw","Zuid-Amerikaans",0,"prive katholiek",50.1599998474121,"wiskundetoets niet gehaald"
28,"vrouw","Zuid-Amerikaans",0,"prive katholiek",56.4199981689453,"wiskundetoets WEL gehaald"
49,"vrouw","blank",0,"prive katholiek",47,"wiskundetoets niet gehaald"
39,"man","Zuid-Amerikaans",0,"prive katholiek",47.810001373291,"wiskundetoets niet gehaald"
57,"vrouw","Zuid-Amerikaans",0,"prive katholiek",51.560001373291,"wiskundetoets niet gehaald"
3,"vrouw","Zuid-Amerikaans",0,"prive katholiek",33.7400016784668,"wiskundetoets niet gehaald"
31,"vrouw","zwart",0,"prive katholiek",39.2700004577637,"wiskundetoets niet gehaald"
44,"man","Zuid-Amerikaans",0,"prive katholiek",45.9700012207031,"wiskundetoets niet gehaald"
61,"vrouw","Zuid-Amerikaans",0,"prive katholiek",53.6199989318848,"wiskundetoets niet gehaald"
72,"vrouw","zwart",0,"prive katholiek",42.2799987792969,"wiskundetoets niet gehaald"
76,"man","zwart",0,"prive katholiek",39.7099990844727,"wiskundetoets niet gehaald"
81,"man","Zuid-Amerikaans",0,"prive katholiek",44.0499992370605,"wiskundetoets niet gehaald"
96,"man","blank",0,"prive katholiek",47.8800010681152,"wiskundetoets niet gehaald"
27,"man","blank",0,"prive katholiek",48.9099998474121,"wiskundetoets niet gehaald"
35,"vrouw","blank",0,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
40,"vrouw","blank",0,"prive katholiek",58.2599983215332,"wiskundetoets WEL gehaald"
11,"man","blank",0,"prive openbaar (geen religie)",36.1699981689453,"wiskundetoets niet gehaald"
18,"man","Aziatisch",0,"prive katholiek",71.2200012207031,"wiskundetoets WEL gehaald"
8,"man","blank",0,"prive katholiek",45.6699981689453,"wiskundetoets niet gehaald"
51,"man","blank",0,"prive katholiek",59.5900001525879,"wiskundetoets WEL gehaald"
63,"vrouw","blank",0,"prive katholiek",40.810001373291,"wiskundetoets niet gehaald"
45,"vrouw","Aziatisch",0,"prive andere religie",58.4099998474121,"wiskundetoets WEL gehaald"
54,"vrouw","blank",0,"prive andere religie",60.7700004577637,"wiskundetoets WEL gehaald"
60,"man","blank",0,"prive andere religie",55.0200004577637,"wiskundetoets WEL gehaald"
71,"vrouw","blank",0,"prive andere religie",31.8299999237061,"wiskundetoets niet gehaald"
89,"vrouw","blank",0,"prive andere religie",47.810001373291,"wiskundetoets niet gehaald"
98,"vrouw","Zuid-Amerikaans",0,"prive andere religie",51.4900016784668,"wiskundetoets niet gehaald"
37,"man","blank",0,"prive andere religie",65.629997253418,"wiskundetoets WEL gehaald"
4,"vrouw","Zuid-Amerikaans",0,"prive katholiek",38.1599998474121,"wiskundetoets niet gehaald"
22,"vrouw","blank",0,"prive katholiek",43.1699981689453,"wiskundetoets niet gehaald"
51,"man","blank",0,"prive katholiek",48.8400001525879,"wiskundetoets niet gehaald"
88,"man","blank",0,"prive katholiek",55.9799995422363,"wiskundetoets WEL gehaald"
25,"man","blank",0,"prive katholiek",51.4900016784668,"wiskundetoets niet gehaald"
71,"man","blank",0,"prive katholiek",57.2299995422363,"wiskundetoets WEL gehaald"
86,"man","blank",0,"prive katholiek",50.0900001525879,"wiskundetoets niet gehaald"
86,"man","blank",0,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
30,"vrouw","blank",0,"publiek",37.3499984741211,"wiskundetoets niet gehaald"
21,"vrouw","blank",0,"publiek",41.6199989318848,"wiskundetoets niet gehaald"
47,"man","blank",0,"publiek",38.9700012207031,"wiskundetoets niet gehaald"
92,"man","Indiaan/Alaska",0,"publiek",57.4500007629395,"wiskundetoets WEL gehaald"
54,"man","blank",0,"publiek",33.8199996948242,"wiskundetoets niet gehaald"
50,"man","Zuid-Amerikaans",0,"publiek",32.7099990844727,"wiskundetoets niet gehaald"
98,"vrouw","blank",0,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
47,"man","blank",0,"publiek",51.4900016784668,"wiskundetoets niet gehaald"
88,"man","blank",0,"publiek",33.8899993896484,"wiskundetoets niet gehaald"
38,"vrouw","Zuid-Amerikaans",0,"publiek",42.060001373291,"wiskundetoets niet gehaald"
74,"man","Zuid-Amerikaans",0,"publiek",41.9900016784668,"wiskundetoets niet gehaald"
39,"man","blank",0,"publiek",34.6300010681152,"wiskundetoets niet gehaald"
87,"man","blank",0,"publiek",36.0299987792969,"wiskundetoets niet gehaald"
20,"man","blank",0,"publiek",44.4199981689453,"wiskundetoets niet gehaald"
49,"vrouw","blank",0,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
50,"man","zwart",0,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
60,"man","Zuid-Amerikaans",0,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
67,"man","zwart",0,"publiek",44.3499984741211,"wiskundetoets niet gehaald"
50,"man","blank",0,"publiek",42.2799987792969,"wiskundetoets niet gehaald"
92,"man","Zuid-Amerikaans",0,"publiek",53.7700004577637,"wiskundetoets niet gehaald"
99,"man","blank",0,"publiek",44.4199981689453,"wiskundetoets niet gehaald"
62,"man","blank",0,"publiek",36.5400009155273,"wiskundetoets niet gehaald"
9,"man","Zuid-Amerikaans",0,"publiek",45.5999984741211,"wiskundetoets niet gehaald"
34,"man","Zuid-Amerikaans",0,"publiek",36.4700012207031,"wiskundetoets niet gehaald"
18,"man","blank",0,"publiek",70.0400009155273,"wiskundetoets WEL gehaald"
83,"man","blank",0,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
5,"man","blank",0,"publiek",44.2000007629395,"wiskundetoets niet gehaald"
71,"vrouw","Zuid-Amerikaans",0,"publiek",35.6599998474121,"wiskundetoets niet gehaald"
6,"man","blank",0,"publiek",50.1599998474121,"wiskundetoets niet gehaald"
32,"man","blank",0,"publiek",45.5999984741211,"wiskundetoets niet gehaald"
28,"man","Zuid-Amerikaans",0,"publiek",33.7400016784668,"wiskundetoets niet gehaald"
64,"vrouw","Zuid-Amerikaans",0,"publiek",50.0900001525879,"wiskundetoets niet gehaald"
6,"man","blank",0,"publiek",44.4199981689453,"wiskundetoets niet gehaald"
9,"man","Zuid-Amerikaans",0,"publiek",46.7799987792969,"wiskundetoets niet gehaald"
51,"vrouw","blank",0,"publiek",46.6300010681152,"wiskundetoets niet gehaald"
93,"man","Indiaan/Alaska",0,"publiek",36.4700012207031,"wiskundetoets niet gehaald"
60,"vrouw","blank",0,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
85,"man","blank",0,"publiek",44.3499984741211,"wiskundetoets niet gehaald"
63,"vrouw","blank",0,"publiek",59.5099983215332,"wiskundetoets WEL gehaald"
80,"vrouw","blank",0,"publiek",50.1599998474121,"wiskundetoets niet gehaald"
52,"man","blank",0,"publiek",37.2799987792969,"wiskundetoets niet gehaald"
67,"vrouw","blank",0,"publiek",35.5800018310547,"wiskundetoets niet gehaald"
68,"man","blank",0,"publiek",36.7599983215332,"wiskundetoets niet gehaald"
85,"vrouw","blank",0,"publiek",45.8899993896484,"wiskundetoets niet gehaald"
92,"man","blank",0,"publiek",45.0800018310547,"wiskundetoets niet gehaald"
19,"man","blank",0,"publiek",35.2200012207031,"wiskundetoets niet gehaald"
62,"man","Aziatisch",0,"publiek",34.9900016784668,"wiskundetoets niet gehaald"
16,"vrouw","blank",0,"publiek",58.4099998474121,"wiskundetoets WEL gehaald"
59,"man","blank",0,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
45,"vrouw","blank",0,"publiek",43.1699981689453,"wiskundetoets niet gehaald"
71,"man","blank",0,"publiek",31.5300006866455,"wiskundetoets niet gehaald"
99,"vrouw","blank",0,"publiek",59.5900001525879,"wiskundetoets WEL gehaald"
10,"man","blank",0,"publiek",65.6999969482422,"wiskundetoets WEL gehaald"
77,"man","blank",0,"publiek",48.9099998474121,"wiskundetoets niet gehaald"
95,"man","blank",0,"publiek",43.1699981689453,"wiskundetoets niet gehaald"
66,"man","blank",0,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
78,"man","blank",0,"publiek",58.2599983215332,"wiskundetoets WEL gehaald"
85,"vrouw","Indiaan/Alaska",0,"publiek",31.5300006866455,"wiskundetoets niet gehaald"
13,"vrouw","blank",0,"publiek",44.3499984741211,"wiskundetoets niet gehaald"
43,"vrouw","blank",0,"publiek",46.0400009155273,"wiskundetoets niet gehaald"
19,"vrouw","blank",0,"publiek",42.060001373291,"wiskundetoets niet gehaald"
28,"vrouw","blank",0,"publiek",36.5400009155273,"wiskundetoets niet gehaald"
24,"man","blank",0,"publiek",56.0499992370605,"wiskundetoets WEL gehaald"
76,"man","blank",0,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
49,"man","blank",0,"publiek",53.7700004577637,"wiskundetoets niet gehaald"
14,"vrouw","blank",0,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
20,"man","blank",0,"publiek",36.0999984741211,"wiskundetoets niet gehaald"
23,"man","blank",0,"publiek",60.689998626709,"wiskundetoets WEL gehaald"
36,"vrouw","blank",0,"publiek",44.2700004577637,"wiskundetoets niet gehaald"
66,"man","blank",0,"publiek",57.1599998474121,"wiskundetoets WEL gehaald"
93,"man","zwart",0,"publiek",36.1699981689453,"wiskundetoets niet gehaald"
4,"vrouw","Zuid-Amerikaans",0,"publiek",33.8199996948242,"wiskundetoets niet gehaald"
62,"vrouw","Indiaan/Alaska",0,"publiek",36.9099998474121,"wiskundetoets niet gehaald"
42,"man","blank",0,"publiek",53.5499992370605,"wiskundetoets niet gehaald"
39,"man","blank",0,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
49,"vrouw","blank",0,"publiek",58.2599983215332,"wiskundetoets WEL gehaald"
11,"man","blank",0,"publiek",37.6500015258789,"wiskundetoets niet gehaald"
87,"man","blank",0,"publiek",52.4500007629395,"wiskundetoets niet gehaald"
19,"man","blank",0,"publiek",63.1199989318848,"wiskundetoets WEL gehaald"
53,"vrouw","blank",0,"publiek",66.6600036621094,"wiskundetoets WEL gehaald"
49,"vrouw","blank",0,"publiek",36.5400009155273,"wiskundetoets niet gehaald"
52,"vrouw","blank",0,"publiek",38.4599990844727,"wiskundetoets niet gehaald"
55,"vrouw","blank",0,"publiek",65.4100036621094,"wiskundetoets WEL gehaald"
61,"man","blank",0,"publiek",32.9300003051758,"wiskundetoets niet gehaald"
86,"vrouw","blank",0,"publiek",49.5,"wiskundetoets niet gehaald"
25,"man","blank",0,"publiek",32.6399993896484,"wiskundetoets niet gehaald"
87,"vrouw","blank",0,"publiek",42.3600006103516,"wiskundetoets niet gehaald"
29,"man","blank",0,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
72,"man","blank",0,"publiek",45.2999992370605,"wiskundetoets niet gehaald"
88,"man","blank",0,"publiek",61.939998626709,"wiskundetoets WEL gehaald"
37,"man","blank",0,"publiek",40.810001373291,"wiskundetoets niet gehaald"
97,"man","zwart",0,"publiek",37.5699996948242,"wiskundetoets niet gehaald"
13,"man","blank",0,"publiek",37.1300010681152,"wiskundetoets niet gehaald"
33,"vrouw","blank",0,"publiek",37.6500015258789,"wiskundetoets niet gehaald"
67,"man","zwart",0,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
87,"man","Zuid-Amerikaans",0,"publiek",34.9199981689453,"wiskundetoets niet gehaald"
54,"vrouw","blank",0,"publiek",37.060001373291,"wiskundetoets niet gehaald"
46,"vrouw","blank",0,"publiek",38.8199996948242,"wiskundetoets niet gehaald"
87,"man","blank",0,"publiek",34.1100006103516,"wiskundetoets niet gehaald"
69,"man","blank",0,"publiek",40,"wiskundetoets niet gehaald"
56,"vrouw","blank",0,"publiek",44.4199981689453,"wiskundetoets niet gehaald"
71,"man","blank",0,"publiek",56.0499992370605,"wiskundetoets WEL gehaald"
6,"man","blank",0,"publiek",55.0999984741211,"wiskundetoets WEL gehaald"
32,"man","blank",0,"publiek",46.6300010681152,"wiskundetoets niet gehaald"
35,"vrouw","blank",0,"publiek",41.8400001525879,"wiskundetoets niet gehaald"
58,"man","blank",0,"publiek",48.0999984741211,"wiskundetoets niet gehaald"
61,"vrouw","blank",0,"publiek",47.2200012207031,"wiskundetoets niet gehaald"
64,"man","Zuid-Amerikaans",0,"publiek",61.8699989318848,"wiskundetoets WEL gehaald"
36,"vrouw","Indiaan/Alaska",0,"publiek",49.3499984741211,"wiskundetoets niet gehaald"
47,"man","blank",0,"publiek",48.9799995422363,"wiskundetoets niet gehaald"
16,"man","blank",0,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
7,"man","zwart",0,"publiek",42.1399993896484,"wiskundetoets niet gehaald"
21,"vrouw","blank",0,"publiek",60.6199989318848,"wiskundetoets WEL gehaald"
